colonia,Calle,# de casa,Código postal,Unnamed: 4,Ubicacion,Latitude,Longitude
EL COLLY URBANO I,MELCHOR OCAMPO,1233,45070,zapopan,EL COLLY URBANO I MELCHOR OCAMPO 1233 45070 zapopan,20.6431926,-103.4295033
SAN ANDRES,GOMEZ FARIAS,2319,44810,Guadalajara,SAN ANDRES GOMEZ FARIAS 2319 44810 Guadalajara,20.6625598,-103.3068097
VILLA FONTANA DIAMANTE,AV LAS TORRES,1896,45200,zapopan,VILLA FONTANA DIAMANTE AV LAS TORRES 1896 45200 zapopan,20.7744077,-103.4756926
SAN VICENTE,MONTES MARCIANO,2173,44330,Guadalajara,SAN VICENTE MONTES MARCIANO 2173 44330 Guadalajara,20.6960687,-103.3139733
UNIDAD BELISARIO DOM,JOSE LUIS MORA,1212,44329,Guadalajara,UNIDAD BELISARIO DOM JOSE LUIS MORA 1212 44329 Guadalajara,20.6848023,-103.3217926
LA LOMA,LUIS PAEZ BROTC,1574,44410,Guadalajara,LA LOMA LUIS PAEZ BROTC 1574 44410 Guadalajara,20.6608715,-103.3222651
ALTAMIRA,AV AMERICA,580,45160,zapopan,ALTAMIRA AV AMERICA 580 45160 zapopan,20.7122558,-103.3821956
ZONA INDUSTRIAL SUR,CALLE 16,2526,44940,Guadalajara,ZONA INDUSTRIAL SUR CALLE 16 2526 44940 Guadalajara,20.6293229,-103.3551189
BARRANQUITAS,PINO SUAREZ,879,44270,Guadalajara,BARRANQUITAS PINO SUAREZ 879 44270 Guadalajara,20.6751707,-103.3473385
MESA DE LOS OCOTES,PASEO DE LOS PI,3153,45189,zapopan,MESA DE LOS OCOTES PASEO DE LOS PI 3153 45189 zapopan,20.7632265,-103.3515091
RESIDENCIAL TESISTAN,AV SAN MATEO,1115,45200,zapopan,RESIDENCIAL TESISTAN AV SAN MATEO 1115 45200 zapopan,20.7943588,-103.4682866
LINDAVISTA,ALLENDE,216,45169,zapopan,LINDAVISTA ALLENDE 216 45169 zapopan,20.7225403,-103.3986393
EL ARENAL,CUAUHTEMOC,132,45350,zapopan,EL ARENAL CUAUHTEMOC 132 45350 zapopan,20.6719563,-103.416501
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,INDEPENDENCIA ROGELIO BACON 2280 44290 Guadalajara,20.7113239,-103.3320885
EJIDAL LOMA BONITA,PEDRO MORENO,3308,45085,zapopan,EJIDAL LOMA BONITA PEDRO MORENO 3308 45085 zapopan,20.6306388,-103.4035
MESA COLORADA PTE,NABO,543,45189,zapopan,MESA COLORADA PTE NABO 543 45189 zapopan,20.7630106,-103.346334
HOGARES D NVO MEXICO,AV AVIACION,36,45138,zapopan,HOGARES D NVO MEXICO AV AVIACION 36 45138 zapopan,20.7076321,-103.458423
SAN CARLOS,LOS ANGELES,171,44460,Guadalajara,SAN CARLOS LOS ANGELES 171 44460 Guadalajara,20.6751707,-103.3473385
PARQUE INDUST EL ALA,FUNDICION,2131,44490,Guadalajara,PARQUE INDUST EL ALA FUNDICION 2131 44490 Guadalajara,20.6255231,-103.3340945
DIVISION DEL NORTE,TERUEL,3693,44230,Guadalajara,DIVISION DEL NORTE TERUEL 3693 44230 Guadalajara,20.6751707,-103.3473385
LOMAS DEL PRADERO,AV PRESIDENTE,2235,44840,Guadalajara,LOMAS DEL PRADERO AV PRESIDENTE 2235 44840 Guadalajara,20.6471994,-103.3132516
HIGUERILLAS,MARIANO RODRIGU,2669,44470,Guadalajara,HIGUERILLAS MARIANO RODRIGU 2669 44470 Guadalajara,20.6327983,-103.3489234
AMERICANA,MEXICALLTZINGO,1944,44160,Guadalajara,AMERICANA MEXICALLTZINGO 1944 44160 Guadalajara,20.6685168,-103.3674029
ARTESANOS,GENERAL EULOGIO,712,44200,Guadalajara,ARTESANOS GENERAL EULOGIO 712 44200 Guadalajara,20.6868335,-103.3572848
EL BATAN,ANDADOR AGUA AZ,44,45190,zapopan,EL BATAN ANDADOR AGUA AZ 44 45190 zapopan,20.7221877,-103.3438725
RESIDENCIAL LA CRUZ,ISLA ABACO,3086,44950,Guadalajara,RESIDENCIAL LA CRUZ ISLA ABACO 3086 44950 Guadalajara,20.6372977,-103.3783132
