colonia,Calle,# de casa,Código postal,Unnamed: 4,Ubicacion,Latitude,Longitude
PANORAMICA HUENTITAN,CALZADA,4500,44259,Guadalajara,PANORAMICA HUENTITAN CALZADA 4500 44259 Guadalajara,20.7365162,-103.3103647
VILLA FONTANA DIAMANTE,FUENTE GRAFITO,8884,45200,zapopan,VILLA FONTANA DIAMANTE FUENTE GRAFITO 8884 45200 zapopan,20.7797176,-103.4751321
OBLATOS PONIENTE,HDA LAS CRUCES,2158,44700,Guadalajara,OBLATOS PONIENTE HDA LAS CRUCES 2158 44700 Guadalajara,20.693503,-103.2990589
MESA DE LOS OCOTES,PASEO DE LOS PI,3153,45189,zapopan,MESA DE LOS OCOTES PASEO DE LOS PI 3153 45189 zapopan,20.7632265,-103.3515091
LOMAS DEL REFUGIO,AGUA PRIETA,111,45186,zapopan,LOMAS DEL REFUGIO AGUA PRIETA 111 45186 zapopan,20.7411317,-103.3355912
COLLY SITIO,ROMANA,6570,45036,zapopan,COLLY SITIO ROMANA 6570 45036 zapopan,20.6536811,-103.4399784
LOMAS DE RIO VERDE,DEMOSTENES,3550,44720,Guadalajara,LOMAS DE RIO VERDE DEMOSTENES 3550 44720 Guadalajara,20.6993366,-103.2814995
SAN JUAN BOSCO,FELIX BERNARDEL,428,44730,Guadalajara,SAN JUAN BOSCO FELIX BERNARDEL 428 44730 Guadalajara,20.6792166,-103.3146951
RESIDENCIAL GUADALUP,MISION SAN PATR,350,45030,zapopan,RESIDENCIAL GUADALUP MISION SAN PATR 350 45030 zapopan,20.6552033,-103.4345602
2024-05-05 00:00:00,RAMON MARQUEZ,362,44970,Guadalajara,45417 RAMON MARQUEZ 362 44970 Guadalajara,20.6248572,-103.3530714
ELECTRICISTAS,RAMOS ARIZPE,451,44810,Guadalajara,ELECTRICISTAS RAMOS ARIZPE 451 44810 Guadalajara,20.6549543,-103.2980962
ALTAMIRA,AV AMERICA,580,45160,zapopan,ALTAMIRA AV AMERICA 580 45160 zapopan,20.7122558,-103.3821956
EJIDAL LOMA BONITA,PEDRO MORENO,3308,45085,zapopan,EJIDAL LOMA BONITA PEDRO MORENO 3308 45085 zapopan,20.6306388,-103.4035
GENERAL REAL,PENSADOR MEXICA,1070,44400,Guadalajara,GENERAL REAL PENSADOR MEXICA 1070 44400 Guadalajara,20.665244,-103.3312763
LA LOMA,LUIS PAEZ BROTC,1574,44410,Guadalajara,LA LOMA LUIS PAEZ BROTC 1574 44410 Guadalajara,20.6608715,-103.3222651
LOMAS DEL PARADERO,LUIS QUINTANAR,746,44840,Guadalajara,LOMAS DEL PARADERO LUIS QUINTANAR 746 44840 Guadalajara,20.6501203,-103.3200361
DEL FRESNO,CIPRES,1738,44900,Guadalajara,DEL FRESNO CIPRES 1738 44900 Guadalajara,20.6570961,-103.3668867
FRACC LOS PINOS,AV COMPOSITORE,3850,45120,zapopan,FRACC LOS PINOS AV COMPOSITORE 3850 45120 zapopan,20.6047829,-103.4350399
POLANQUITO,MIGUEL MACIAS,3653,44969,Guadalajara,POLANQUITO MIGUEL MACIAS 3653 44969 Guadalajara,20.6177446,-103.3724473
INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,INDEPENDENCIA PTE ROGELIO BACON 1676 44290 Guadalajara,20.7036935,-103.3333151
JARDINES DEL BOSQUE,PLACERES,806,44520,zapopan,JARDINES DEL BOSQUE PLACERES 806 44520 zapopan,20.6651045,-103.3918888
OBLATOS PONIENTE,HACIENDA DE TAL,2191,44700,Guadalajara,OBLATOS PONIENTE HACIENDA DE TAL 2191 44700 Guadalajara,20.6958496,-103.2980962
SAN ANDRES,CALLE B,165,44810,Guadalajara,SAN ANDRES CALLE B 165 44810 Guadalajara,20.6621443,-103.2995395
HOGARES D NVO MEXICO,AV AVIACION,36,45138,zapopan,HOGARES D NVO MEXICO AV AVIACION 36 45138 zapopan,20.7076321,-103.458423
ARANDAS,HACIENDA LA ERR,1877,44720,Guadalajara,ARANDAS HACIENDA LA ERR 1877 44720 Guadalajara,20.6886638,-103.2887465
