colonia,Calle,# de casa,Código postal,Unnamed: 4,Ubicacion,Latitude,Longitude
OBLATOS PONIENTE,HACIENDA LA PUR,2415,44700,Guadalajara,OBLATOS PONIENTE HACIENDA LA PUR 2415 44700 Guadalajara,20.6958496,-103.2980962
1RO DE MAYO 1A SECCI,CARLOS A CARRIL,527,44970,Guadalajara,1RO DE MAYO 1A SECCI CARLOS A CARRIL 527 44970 Guadalajara,20.6225824,-103.3572848
LAGOS D OTE ZONA TET,LICURGO,336,44770,Guadalajara,LAGOS D OTE ZONA TET LICURGO 336 44770 Guadalajara,20.6751707,-103.3473385
GUADALUPANA,CELEDONIO PADIL,2162,44220,Guadalajara,GUADALUPANA CELEDONIO PADIL 2162 44220 Guadalajara,20.7099659,-103.3553481
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,INDEPENDENCIA ROGELIO BACON 2280 44290 Guadalajara,20.7113239,-103.3320885
EL BRISE#O,CONSTELACION,7,45236,zapopan,EL BRISE#O CONSTELACION 7 45236 zapopan,20.622299,-103.4352826
PENAL,PEDRO CELESTINO,482,44730,Guadalajara,PENAL PEDRO CELESTINO 482 44730 Guadalajara,20.6731521,-103.3081996
HOGARES D NVO MEXICO,AV AVIACION,36,45138,zapopan,HOGARES D NVO MEXICO AV AVIACION 36 45138 zapopan,20.7076321,-103.458423
OBLATOS PONIENTE,HDA LAS CRUCES,2158,44700,Guadalajara,OBLATOS PONIENTE HDA LAS CRUCES 2158 44700 Guadalajara,20.693503,-103.2990589
CAMPO REAL,AV CAMPO REAL P,353,45134,zapopan,CAMPO REAL AV CAMPO REAL P 353 45134 zapopan,20.7870322,-103.4423803
EL COLLY URBANO I,MELCHOR OCAMPO,1233,45070,zapopan,EL COLLY URBANO I MELCHOR OCAMPO 1233 45070 zapopan,20.6431926,-103.4295033
ARENALES TAPATIOS,CROMITA,69,45066,zapopan,ARENALES TAPATIOS CROMITA 69 45066 zapopan,20.6333153,-103.4591793
VICENTE GUERRERO,C CEDROS,15,45134,zapopan,VICENTE GUERRERO C CEDROS 15 45134 zapopan,20.76045,-103.4237244
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,BALCONES DE OBLATOS ROSA RODRIGUEZ 3876 44720 Guadalajara,20.6869758,-103.2901584
VILLAS SAN IGNACIO,PRIV LUIS G MON,337,45180,zapopan,VILLAS SAN IGNACIO PRIV LUIS G MON 337 45180 zapopan,20.7346756,-103.3710032
VALLE REAL,PASEO SAN ARTUR,685,45019,zapopan,VALLE REAL PASEO SAN ARTUR 685 45019 zapopan,20.724178,-103.4464948
LOMAS DEL GALLO,FERNANDO SOLIS,1338,44760,Guadalajara,LOMAS DEL GALLO FERNANDO SOLIS 1338 44760 Guadalajara,20.6791063,-103.2705275
FRACC CUSPIDE,CAMINO AL POTRE,1200,45200,zapopan,FRACC CUSPIDE CAMINO AL POTRE 1200 45200 zapopan,20.8038746,-103.4967173
GENERAL REAL,MARCONI,17,44400,Guadalajara,GENERAL REAL MARCONI 17 44400 Guadalajara,20.6682224,-103.3241833
INF LA TUZANIA,CAPULINES,40,45138,zapopan,INF LA TUZANIA CAPULINES 40 45138 zapopan,20.7318681,-103.4131707
ARANDAS,HACIENDA LA ERR,1877,44720,Guadalajara,ARANDAS HACIENDA LA ERR 1877 44720 Guadalajara,20.6886638,-103.2887465
AGRICOLA,DALIA,138,45236,zapopan,AGRICOLA DALIA 138 45236 zapopan,20.6166871,-103.4323929
BENITO JUAREZ,JUAN MANUEL RUV,1992,45199,Guadalajara,BENITO JUAREZ JUAN MANUEL RUV 1992 45199 Guadalajara,20.7349255,-103.3399585
LA CAMPESINA,JOSE MARIA SARM,1488,44769,Guadalajara,LA CAMPESINA JOSE MARIA SARM 1488 44769 Guadalajara,20.6823112,-103.2686349
SANTA ROSA,MELQUIADES CAMP,2289,44700,Guadalajara,SANTA ROSA MELQUIADES CAMP 2289 44700 Guadalajara,20.6958496,-103.2980962
