colonia,Calle,# de casa,Código postal,Unnamed: 4,Ubicacion,Latitude,Longitude
OBLATOS PONIENTE,HACIENDA LA PUR,2415,44700,Guadalajara,OBLATOS PONIENTE HACIENDA LA PUR 2415 44700 Guadalajara,20.6958496,-103.2980962
"FRACC, LOS MOLINOS",CTO OBSIDIANA,39,45200,zapopan,"FRACC, LOS MOLINOS CTO OBSIDIANA 39 45200 zapopan",20.8476145,-103.4219418
FRACC CUSPIDE,CAMINO AL POTRE,1200,45200,zapopan,FRACC CUSPIDE CAMINO AL POTRE 1200 45200 zapopan,20.8038746,-103.4967173
JARDINES DEL BOSQUE,PLACERES,806,44520,zapopan,JARDINES DEL BOSQUE PLACERES 806 44520 zapopan,20.6651045,-103.3918888
LA VENTA DEL ASTILLE,JILGEROS,33,45221,zapopan,LA VENTA DEL ASTILLE JILGEROS 33 45221 zapopan,20.72564,-103.5462189
LOMAS DL VALLE VI UN,CANCER,3992,45129,zapopan,LOMAS DL VALLE VI UN CANCER 3992 45129 zapopan,20.6888135,-103.406389
DIVISION DEL NORTE,TERUEL,3693,44230,Guadalajara,DIVISION DEL NORTE TERUEL 3693 44230 Guadalajara,20.6751707,-103.3473385
VALLARTA SAN JORGE,TUCIDIDES,156,44690,Guadalajara,VALLARTA SAN JORGE TUCIDIDES 156 44690 Guadalajara,20.6755195,-103.3988528
HELIODORO HERNANDEZ,MIGUEL SANCHEZ,3789,44720,Guadalajara,HELIODORO HERNANDEZ MIGUEL SANCHEZ 3789 44720 Guadalajara,20.6948636,-103.2781313
BLANCO Y CUELLAR,EMILIO RABAZA,2132,44730,Guadalajara,BLANCO Y CUELLAR EMILIO RABAZA 2132 44730 Guadalajara,20.6795279,-103.3046447
FRACC REAL DEL BOSQUE,CALLE CAMPO REA,371,45130,zapopan,FRACC REAL DEL BOSQUE CALLE CAMPO REA 371 45130 zapopan,20.7521489,-103.3924863
SANTA FE,EMILIANO ZAPATA,574,45168,zapopan,SANTA FE EMILIANO ZAPATA 574 45168 zapopan,20.7154469,-103.3926668
MIRAVALLE,JOSE JARAMILLO,526,44990,Guadalajara,MIRAVALLE JOSE JARAMILLO 526 44990 Guadalajara,20.6155611,-103.3527505
IXTLAHUACAN DEL RIO,HDA SAN MIGUEL,10,45260,zapopan,IXTLAHUACAN DEL RIO HDA SAN MIGUEL 10 45260 zapopan,20.8692661,-103.2355813
EL MANANTIAL S REFOR,AVDE LA PATRIA,202,44470,Guadalajara,EL MANANTIAL S REFOR AVDE LA PATRIA 202 44470 Guadalajara,20.6209342,-103.3499186
BARRANQUITAS,PINO SUAREZ,879,44270,Guadalajara,BARRANQUITAS PINO SUAREZ 879 44270 Guadalajara,20.6751707,-103.3473385
INF LA TUZANIA,AND OYAMELES,1124,45138,zapopan,INF LA TUZANIA AND OYAMELES 1124 45138 zapopan,20.7373175,-103.4153366
BEATRIZ HERNANDEZ,GAZA,1333,44760,Guadalajara,BEATRIZ HERNANDEZ GAZA 1333 44760 Guadalajara,20.6810198,-103.2866783
RESIDENCIAL GUADALUP,MISION SAN PATR,350,45030,zapopan,RESIDENCIAL GUADALUP MISION SAN PATR 350 45030 zapopan,20.6552033,-103.4345602
CIUDAD GRANJA,CALZ DE LOS LA,164,45010,zapopan,CIUDAD GRANJA CALZ DE LOS LA 164 45010 zapopan,20.6782083,-103.4482868
UNIDAD BELISARIO DOM,JOSE LUIS MORA,1212,44329,Guadalajara,UNIDAD BELISARIO DOM JOSE LUIS MORA 1212 44329 Guadalajara,20.6848023,-103.3217926
DIVISION DEL NORTE,SILVINA REMBOA,3050,44230,Guadalajara,DIVISION DEL NORTE SILVINA REMBOA 3050 44230 Guadalajara,20.7238915,-103.3364848
BARRIO ANALCO,ABASOLO,147,44450,Guadalajara,BARRIO ANALCO ABASOLO 147 44450 Guadalajara,20.6696675,-103.3354279
VILLA FONTANA DIAMANTE,ARENISCA,1896,45200,zapopan,VILLA FONTANA DIAMANTE ARENISCA 1896 45200 zapopan,20.7769516,-103.4712628
